Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD012026-428","Longboat Ave","Longboat Ave 5 m East of Portneuf Crt to 1 m West of Aitken Pl","TORONTO","43.648110","-79.364780","Local Road","1","0","Telecommunications","1778268992000","1778268992000","1778756400000","1780005600000","Daily","0","","","Telecommunications","Cablelync Utilities","Telecommunications","Toronto-TMC: EXISITING CABLE REPLACEMENT 
ALL WORK BEING DONE IN THE GRASS AREA IN FRONT OF HOMES
NO SIDEWALK CLOSURE NEEDED","No","Portneuf Crt","Aitken Pl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-18:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.364780,43.648110],[-79.364180,43.648230]","Low","None"
"Tor-RD52026-1645-1","Clonmore Dr","Clonmore Dr at Queensbury Ave to 6 m Northeast of Queensbury Ave","SCARBOROUGH","43.690670","-79.276560","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1778092210000","1778268602000","1778158800000","1778787000000","Weekdays","0","","","{"tabledata":[{"Option":"Other"","Beacon Utility Contractors Limited","{"tabledata":[{"Option":"Other"","Toronto-TMC: New Traffic Signal","No","Queensbury Ave","Queensbury Ave","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.276560,43.690670],[-79.276510,43.690710]","Low","None"
"Tor-RD1H2026-826-3","Forest Hill Rd","Forest Hill Rd 136 m Southeast of Russell Hill Rd to 5 m East of Spadina Rd","TORONTO","43.699870","-79.412650","Local Road","1","0","Toronto Hydro","1778010047000","1778268602000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Russell Hill Rd","Spadina Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412650,43.699870],[-79.412930,43.699980],[-79.413950,43.700370],[-79.414020,43.700390],[-79.414060,43.700400],[-79.414100,43.700400],[-79.414180,43.700390],[-79.414180,43.700390],[-79.415500,43.700120],[-79.415500,43.700120],[-79.417280,43.699770]","Low","None"
"Tor-RD1H2026-826-2","Forest Hill Rd","Forest Hill Rd at Ormsby Cres to 136 m Southeast of Russell Hill Rd","TORONTO","43.700120","-79.415500","Local Road","1","0","Toronto Hydro","1778010047000","1778268602000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Ormsby Cres","Russell Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.415500,43.700120],[-79.414180,43.700390],[-79.414180,43.700390],[-79.414100,43.700400],[-79.414060,43.700400],[-79.414020,43.700390],[-79.413950,43.700370],[-79.412930,43.699980],[-79.412650,43.699870]","Low","None"
"Tor-RD1H2026-826-1","Ormsby Cres","Ormsby Cres 27 m East of Spadina Rd to Forest Hill Rd","TORONTO","43.700620","-79.417360","Local Road","1","0","Toronto Hydro","1778010047000","1778268602000","1777896000000","1792697400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles, Anchors, Ground rods on the South side of Forest Hill Road & Ormsby Cres, As well as installing new Overhead Wire and removing the Old Poles, Anchors, Overhead Wire","No","Spadina Rd","Forest Hill Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.417360,43.700620],[-79.416360,43.700810],[-79.416260,43.700820],[-79.416180,43.700820],[-79.416100,43.700810],[-79.416010,43.700780],[-79.415900,43.700740],[-79.415820,43.700710],[-79.415740,43.700640],[-79.415700,43.700580],[-79.415680,43.700530],[-79.415500,43.700120]","Low","None"
"Tor-RD1H2026-710-5","Kitchener Ave","Kitchener Ave 72 m West of Harvie Ave to Harvie Ave","YORK","43.689740","-79.455870","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","Harvie Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455870,43.689740],[-79.455480,43.689830],[-79.455150,43.689900]","Low","None"
"Tor-RD52026-1652-3","O'Connor Dr","O'Connor Dr 3 m West of Hopedale Ave to 11 m East of Hopedale Ave","EAST YORK","43.692850","-79.352270","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1777656824000","1778268602000","1777899600000","1778441400000","Daily","0","","","{"tabledata":[{"Option":"Transportation Services"","TM3 INC","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Installation of a New Set of Traffic Signals at O'Connor & Hopedale","No","Hopedale Ave","Hopedale Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.352270,43.692850],[-79.352230,43.692860],[-79.352230,43.692860],[-79.352100,43.692880]","Low","None"
"Tor-RD52026-1475","Eglinton Ave W","Eglinton Ave W 11 m West of Ronald Ave to 1 m East of Ronald Ave","YORK","43.694080","-79.457490","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1778257658000","1778268602000","1778158800000","1779996600000","Daily","0","","","{"tabledata":[{"Option":"Other"","Construction ET","{"tabledata":[{"Option":"Other"","Toronto-TMC: New bus shelter pad","No","Ronald Ave","Ronald Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.457490,43.694080],[-79.457360,43.694110],[-79.457360,43.694110],[-79.457350,43.694110]","High","None"
"Tor-RD1H2026-833","Windermere Ave","Windermere Ave 49 m Northwest of Windermere Pl to 7 m Northwest of Windermere Pl","TORONTO","43.638620","-79.471410","Local Road","1","0","Toronto Hydro","1777928102000","1778268602000","1777901400000","1778873400000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Install SCADA switch and ground pole.","No","Windermere Pl","Windermere Pl","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:30-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.471410,43.638620],[-79.471100,43.638310]","Low","None"
"Tor-RD1H2026-710-1","Harvie Ave","Harvie Ave 3 m South of Carrington Ave to Redhill Ave","YORK","43.691870","-79.456240","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Carrington Ave","Redhill Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.456240,43.691870],[-79.455930,43.691160],[-79.455910,43.691110],[-79.455870,43.691070],[-79.455820,43.691050],[-79.455760,43.691020],[-79.455720,43.691010],[-79.455660,43.691010],[-79.455560,43.691020],[-79.455220,43.691080]","Low","None"
"Tor-RD1H2026-710-2","Redhill Ave","Redhill Ave at Harvie Ave to 2 m West of end of road","YORK","43.691080","-79.455220","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","road","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455220,43.691080],[-79.454480,43.691250]","Low","None"
"Tor-RD1H2026-710-3","Harvie Ave","Harvie Ave 3 m North of Kitchener Ave to Kitchener Ave","YORK","43.689930","-79.455140","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Kitchener Ave","Kitchener Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455140,43.689930],[-79.455150,43.689900]","Low","None"
"Tor-RD012026-314-2","Cordova Ave","Cordova Ave 26 m Southeast of Ln S Dundas E Cordova to 14 m Southeast of Dundas St W","ETOBICOKE","43.648380","-79.527870","Local Road","1","0","Telecommunications","1776429924000","1778268602000","1777642200000","1779478200000","Weekdays","0","","","Telecommunications","CYBERTEC COMMUNICATIONS CORP","Telecommunications","Toronto-TMC: Open trench, directional drill, install conduit, manhole, vault","No","Ln S Dundas E Cordova","Dundas St W","","ONE_DIRECTION","CONSTRUCTION","","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.527870,43.648380],[-79.528140,43.648510],[-79.528140,43.648510],[-79.528220,43.648550],[-79.528220,43.648550],[-79.528600,43.648710]","Low","None"
"Tor-RD012026-314-1","Cordova Ave","Cordova Ave at Central Park Rdwy to 30 m Northwest of Central Park Rdwy","ETOBICOKE","43.647940","-79.526960","Local Road","1","0","Telecommunications","1776429924000","1778268602000","1777642200000","1779478200000","Weekdays","0","","","Telecommunications","CYBERTEC COMMUNICATIONS CORP","Telecommunications","Toronto-TMC: Open trench, directional drill, install conduit, manhole, vault","No","Central Park Rdwy","Central Park Rdwy","","ONE_DIRECTION","CONSTRUCTION","","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.526960,43.647940],[-79.527270,43.648090]","Low","None"
"Tor-RD012026-290","Steeles Ave E","Steeles Ave E 283 m East of 404 Steeles Woodbine Ramp to 237 m East of 404 Steeles Woodbine Ramp","NORTH YORK","43.814740","-79.345200","Major Arterial Road","1","0","Gas Service","1775744642000","1778268602000","1776085200000","1778873400000","Weekdays","0","","","Gas Service","Aecon Utilities Inc.","Gas Service","Toronto-TMC: Looking to occupy 1x east bound curb lane and 1x westbound curb lane to facilitate the restoration of the curb and sidewalk bays across steels starting on the south side up to the north side. It would include a portion of asphalt restoration as well.","No","404 Steeles Woodbine Ramp","404 Steeles Woodbine Ramp","","BOTH_DIRECTIONS","CONSTRUCTION","","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.345200,43.814740],[-79.345740,43.814610]","High","None"
"Tor-RD042026-547-2","Martin Grove Rd","Martin Grove Rd at Eglinton Ave W to 66 m South of Eglinton Ave West Trl","ETOBICOKE","43.674480","-79.563180","Major Arterial Road","1","0","Metrolinx","1777789525000","1778268602000","1777899600000","1778873400000","Daily","0","","","Metrolinx","West End Connectors","Metrolinx","Toronto-TMC: Temporary Signal Installation and Median Work","No","Eglinton Ave W","Eglinton Ave West Trl","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.563180,43.674480],[-79.563100,43.674300],[-79.563100,43.674300],[-79.562840,43.673730]","High","None"
"Tor-RD1H2026-67-1","Yonge St","Yonge St 30 m North of Wellington St E to 19 m South of Wellington St E","TORONTO","43.648090","-79.377450","Major Arterial Road","1","0","Toronto Hydro","1775602796000","1778268602000","1775647800000","1778873400000","Weekdays","0","","","Toronto Hydro","Aecon","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Wellington St E","Wellington St E","","BOTH_DIRECTIONS","CONSTRUCTION","","07:30-15:30","07:30-15:30","07:30-15:30","07:30-15:30","07:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.377450,43.648090],[-79.377340,43.647830],[-79.377340,43.647830],[-79.377270,43.647660]","High","None"
"Tor-RD042026-547-1","Eglinton Ave W","Eglinton Ave W 110 m East of Martin Grove Rd to Martin Grove Rd","ETOBICOKE","43.674700","-79.561850","Major Arterial Road","1","0","Metrolinx","1777789525000","1778268602000","1777899600000","1778873400000","Daily","0","","","Metrolinx","West End Connectors","Metrolinx","Toronto-TMC: Temporary Signal Installation and Median Work","No","Martin Grove Rd","Martin Grove Rd","","BOTH_DIRECTIONS","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.561850,43.674700],[-79.563180,43.674480]","High","None"
"Tor-RD52026-1476","Eglinton Ave W","Eglinton Ave W 48 m West of Blackthorn Ave to 37 m West of Blackthorn Ave","YORK","43.691870","-79.465930","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1778257655000","1778268602000","1778158800000","1779996600000","Daily","0","","","{"tabledata":[{"Option":"Other"","Construction ET","{"tabledata":[{"Option":"Other"","Toronto-TMC: New bus shelter pad","No","Blackthorn Ave","Blackthorn Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.465930,43.691870],[-79.465800,43.691890]","High","None"
"Tor-RD1H2026-373","Richmond St W","Richmond St W 29 m West of Ln W Tecumseth S Queen to 77 m West of Ln W Tecumseth S Queen","TORONTO","43.645740","-79.407370","Local Road","1","0","Toronto Hydro","1772219159000","1778268602000","1772452800000","1778873400000","Weekdays","0","","","Toronto Hydro","Entera Utility Contractor","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Ln W Tecumseth S Queen","Ln W Tecumseth S Queen","","ONE_DIRECTION","CONSTRUCTION","","07:00-15:30","07:00-15:30","07:00-15:30","07:00-15:30","07:00-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.407370,43.645740],[-79.407950,43.645630]","Low","None"
"Tor-RD52026-1473","Eglinton Ave E","Eglinton Ave E 33 m East of Jonesville Cres to 22 m East of Jonesville Cres","NORTH YORK","43.725000","-79.306610","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1777645448000","1778268602000","1778158800000","1779996600000","Daily","0","","","{"tabledata":[{"Option":"Other"","Construction ET","{"tabledata":[{"Option":"Other"","Toronto-TMC: Install new bus shelter pad","No","Jonesville Cres","Jonesville Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.306610,43.725000],[-79.306750,43.725020]","High","None"
"Tor-RD1H2026-710-6","Harvie Ave","Harvie Ave at Kitchener Ave to 3 m South of Redhill Ave","YORK","43.689900","-79.455150","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Kitchener Ave","Redhill Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455150,43.689900],[-79.455140,43.689970],[-79.455240,43.690290],[-79.455260,43.690390],[-79.455270,43.690510],[-79.455270,43.690630],[-79.455260,43.690760],[-79.455210,43.691020],[-79.455220,43.691050]","Low","None"
"Tor-RD1H2026-710-4","Kitchener Ave","Kitchener Ave at Harvie Ave to 72 m West of Harvie Ave","YORK","43.689900","-79.455150","Local Road","1","0","Toronto Hydro","1778010641000","1778268602000","1777896000000","1783020600000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Crew will be installing Poles on Harvie Ave , Kitchener Ave, Redhill Ave","No","Harvie Ave","Harvie Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.455150,43.689900],[-79.455480,43.689830],[-79.455870,43.689740]","Low","None"
"Tor-RD52026-1481","Eastdale Ave","Eastdale Ave 20 m North of Goodwood Park Cres to 10 m North of Goodwood Park Cres","EAST YORK","43.694550","-79.300680","Local Road","1","0","{"tabledata":[{"Option":"Other"","1777648672000","1778268602000","1778158800000","1779132600000","Daily","0","","","{"tabledata":[{"Option":"Other"","Construction ET","{"tabledata":[{"Option":"Other"","Toronto-TMC: New bus shelter pad","No","Goodwood Park Cres","Goodwood Park Cres","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.300680,43.694550],[-79.300650,43.694460]","Low","None"
"Tor-RD012026-314-4","Dundas St W","Dundas St W 7 m Southwest of Burnhamthorpe Rd to 12 m Northeast of Burnhamthorpe Rd","ETOBICOKE","43.648720","-79.528790","Major Arterial Road","1","0","Telecommunications","1776429924000","1778268602000","1777642200000","1779478200000","Weekdays","0","","","Telecommunications","CYBERTEC COMMUNICATIONS CORP","Telecommunications","Toronto-TMC: Open trench, directional drill, install conduit, manhole, vault","No","Burnhamthorpe Rd","Burnhamthorpe Rd","","ONE_DIRECTION","CONSTRUCTION","","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.528790,43.648720],[-79.528750,43.648770],[-79.528750,43.648770],[-79.528670,43.648860]","High","None"
"Tor-RD52026-1454","Eglinton Ave E","Eglinton Ave E 9 m West of Lebovic Ave to Lebovic Ave","SCARBOROUGH","43.726950","-79.291680","Major Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1777383708000","1778268602000","1778158800000","1779996600000","Daily","0","","","{"tabledata":[{"Option":"Other"","Construction ET","{"tabledata":[{"Option":"Other"","Toronto-TMC: Install new bus shelter pad","No","Lebovic Ave","Lebovic Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.291680,43.726950],[-79.291570,43.726970]","High","None"
"Tor-RD012026-314-5","Dundas St W","Dundas St W 14 m Southwest of Burnhamthorpe Rd to 6 m Southwest of Burnhamthorpe Rd","ETOBICOKE","43.648670","-79.528840","Major Arterial Road","1","0","Telecommunications","1776429924000","1778268602000","1777642200000","1779478200000","Weekdays","0","","","Telecommunications","CYBERTEC COMMUNICATIONS CORP","Telecommunications","Toronto-TMC: Open trench, directional drill, install conduit, manhole, vault","No","Burnhamthorpe Rd","Burnhamthorpe Rd","","ONE_DIRECTION","CONSTRUCTION","","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.528840,43.648670],[-79.528790,43.648730]","High","None"
"Tor-RD52026-1384","St Clair Ave E","St Clair Ave E 22 m East of Rexleigh Dr to 5 m East of Rexleigh Dr","EAST YORK","43.706720","-79.306870","Major Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1777468699000","1778268602000","1778072400000","1778873400000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: City Contract -- City Contract 24TW-DC-314OCS Permanent Surface Reinstatement for Toronto Water Repairs at Various Locations within the City Of Toronto","No","Rexleigh Dr","Rexleigh Dr","","ONE_DIRECTION","CONSTRUCTION","","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.306870,43.706720],[-79.307080,43.706670]","High","None"
"Tor-RD52026-1645-2","Clonmore Dr","Clonmore Dr 7 m Northeast of Queensbury Ave to Queensbury Ave","SCARBOROUGH","43.690710","-79.276500","Minor Arterial Road","1","0","{"tabledata":[{"Option":"Other"","1778092210000","1778268602000","1778158800000","1778787000000","Weekdays","0","","","{"tabledata":[{"Option":"Other"","Beacon Utility Contractors Limited","{"tabledata":[{"Option":"Other"","Toronto-TMC: New Traffic Signal","No","Queensbury Ave","Queensbury Ave","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","09:00-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.276500,43.690710],[-79.276560,43.690670]","Low","None"
"Tor-RD1H2026-587","Yorkview Dr","Yorkview Dr 7 m West of Bentley Dr to 6 m East of Chartwell Rd","ETOBICOKE","43.630850","-79.506240","Local Road","1","0","Toronto Hydro","1775136861000","1778268602000","1777032000000","1784662200000","Daily","0","","","Toronto Hydro","Entera Utility Contractors","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Bentley Dr","Chartwell Rd","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","08:00-15:30","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.506240,43.630850],[-79.509330,43.630170],[-79.509330,43.630170],[-79.512760,43.629440]","Low","None"
"Tor-RD012026-314-3","Cordova Ave","Cordova Ave 29 m Northwest of Central Park Rdwy to 30 m Southeast of Ln S Dundas E Cordova","ETOBICOKE","43.648080","-79.527260","Local Road","1","0","Telecommunications","1776429924000","1778268602000","1777642200000","1779478200000","Weekdays","0","","","Telecommunications","CYBERTEC COMMUNICATIONS CORP","Telecommunications","Toronto-TMC: Open trench, directional drill, install conduit, manhole, vault","No","Central Park Rdwy","Ln S Dundas E Cordova","","ONE_DIRECTION","CONSTRUCTION","","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","09:30-15:30","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.527260,43.648080],[-79.527830,43.648360]","Low","None"
"Tor-RD012026-679","Roxborough St W","Roxborough St W 3 m West of Molson St to 24 m West of Molson St","TORONTO","43.677350","-79.394140","Local Road","1","0","Gasmain","1777663782000","1778268385000","1779195600000","1779220800000","Daily","0","","","Gasmain","ENBRIDGE GAS","Gasmain","Toronto-TMC: ENBRIDGE GAS NEEDS TO COMPLETE A GAS SERVICE CUT OFF AT THE MAIN","No","Molson St","Molson St","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.394140,43.677350],[-79.394390,43.677300]","Low","None"
"Tor-RD012026-694","Spadina Rd","Spadina Rd 16 m South of Montclair Ave to 13 m South of Bantry Ave","TORONTO","43.687630","-79.412390","Minor Arterial Road","1","0","Telecommunications","1778267829000","1778267829000","1778504400000","1779739200000","Daily","0","","","Telecommunications","Cable control System","Telecommunications","Toronto-TMC: installing new conduit, installing Manhole","No","Montclair Ave","Bantry Ave","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","09:00-16:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.412390,43.687630],[-79.412270,43.687350],[-79.412270,43.687350],[-79.412230,43.687230]","Low","None"
"Tor-RD032026-93","Brimley Rd","Brimley Rd 2 m South of Thomson Memorial Park Trl to 4 m North of Thomson Memorial Park Trl","SCARBOROUGH","43.759020","-79.257170","Major Arterial Road","1","0","Toronto Transit Commission","1778267826000","1778267826000","1779454800000","1779912000000","Weekdays","0","","","Toronto Transit Commission","Aqua Tech Solutions Inc","Toronto Transit Commission","Toronto-TMC: BUS STOP WORK AND INSTALLATION","No","Thomson Memorial Park Trl","Thomson Memorial Park Trl","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.257170,43.759020],[-79.257180,43.759040],[-79.257180,43.759040],[-79.257260,43.759260],[-79.257260,43.759260],[-79.257270,43.759290]","High","None"
"Tor-RD032026-92","Brimley Rd","Brimley Rd 3 m South of Thomson Memorial Park Trl to 9 m South of Thomson Memorial Park Trl","SCARBOROUGH","43.759020","-79.257170","Major Arterial Road","1","0","Toronto Transit Commission","1778267824000","1778267824000","1779368400000","1780084800000","Weekdays","0","","","Toronto Transit Commission","Aqua Tech Solutions Inc","Toronto Transit Commission","Toronto-TMC: BUS STOP WORK AND INSTALLATION","No","Thomson Memorial Park Trl","Thomson Memorial Park Trl","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.257170,43.759020],[-79.257180,43.759040],[-79.257180,43.759040],[-79.257230,43.759190]","High","None"
"Tor-RD52026-1635","Astor Ave","Astor Ave 19 m Northwest of Southvale Dr to 40 m North of Southvale Dr","EAST YORK","43.698110","-79.366920","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778267821000","1778267821000","1778497200000","1778886000000","Daily","0","","","{"tabledata":[{"Option":"Toronto Water"","Rabcon Contractors Ltd","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Installation of new water and sanitary service for 10 Astor Ave","No","Southvale Dr","Southvale Dr","","ONE_DIRECTION","CONSTRUCTION","","","","","","","","","07:00-19:00","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.366920,43.698110],[-79.366940,43.698140],[-79.366960,43.698200],[-79.367000,43.698290]","Low","None"
